500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
250000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
1000000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,50000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,200000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
50000,10000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.5,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.6,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.8,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.9,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.0075,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.003,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.3,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.4,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.5,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,500000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,2000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,5000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,10000000,0.000025
5000,1000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.0025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.015,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
500000,100000,10.56,1.8,0.15,0.15,0.712,0.03,0.57,1000000,0.000025
100000,20000,10.56,1.8,0.15,0.15,0.712,0.0238,0.576,1377000,0.0000248
180000,60000,10.56,1.8,0.15,0.15,0.712,0.0238,0.576,1377000,0.000125
